OrganisationID;OrganisationCode;OrganisationType;SubType;Sector;OrganisationStatus;IsPimsManaged;OrganisationName;Address1;Address2;Address3;City;County;Postcode;Latitude;Longitude;ParentODSCode;ParentName;Phone;Email;Website;Fax;
39930;R1D21;Hospital;Hospital;NHS Sector;Visible;TRUE;Ludlow Community Hospital;;Gravel Hill;;Ludlow;Shropshire;SY8 1QX;52,3736572266;-2,7144341469;R1D;Shropshire Community Health NHS Trust;01584 872201;shropcom.ludlowadmin@nhs.net;http://www.shropscommunityhealth.nhs.uk;01584 871100;
39931;R1D22;Hospital;Hospital;NHS Sector;Visible;TRUE;Bridgnorth Community Hospital;;Northgate;;Bridgnorth;Shropshire;WV16 4EU;52,537902832;-2,4214880466;R1D;Shropshire Community Health NHS Trust;01746 762641;shropcom.bridgnorthreception@nhs.net;http://www.shropscommunityhealth.nhs.uk;01746 711031;
39932;R1D25;Hospital;Hospital;NHS Sector;Visible;TRUE;Bishop's Castle Community Hospital;Union Street;;;Bishop's Castle;Shropshire;SY9 5AJ;52,4930953979;-2,9995911121;R1D;Shropshire Community Health NHS Trust;01588 638220;shropcom.bishopscastlehosp@nhs.net;http://www.shropscommunityhealth.nhs.uk;01588 630900;
39933;R1D34;Hospital;Hospital;NHS Sector;Visible;TRUE;Whitchurch Community Hospital;;Claypit Street;;Whitchurch;Shropshire;SY13 1NT;52,9727401733;-2,6792018414;R1D;Shropshire Community Health NHS Trust;01948 666292;shropcom.whitchurchreception@nhs.net;http://www.shropscommunityhealth.nhs.uk;01948 660824;
39954;R1H11;Hospital;Hospital;NHS Sector;Visible;TRUE;Gateway Surgical Centre;Glen Road;Plaistow;;London;;E13 8SL;51,5227775574;3.4731604158878326E-2;R1H;Barts Health NHS Trust;020 7055 5550;;https://www.bartshealth.nhs.uk/newham;0207 055 5649;
39955;R1H12;Hospital;Hospital;NHS Sector;Visible;TRUE;The Royal London Hospital;;Whitechapel Road;Whitechapel;London;;E1 1FR;51,518699646;-6.0150060802698135E-2;R1H;Barts Health NHS Trust;020 7377 7000;rlhpals@bartshealth.nhs.uk;http://www.bartshealth.nhs.uk/;;
39957;R1H13;Hospital;Hospital;NHS Sector;Visible;TRUE;Mile End Hospital;Bancroft Road;;;London;;E1 4DG;51,5250473022;-4.2191959917545319E-2;R1H;Barts Health NHS Trust;020 7377 7000;bhnt.pals@nhs.net;http://www.bartshealth.nhs.uk;;
39964;R1HKH;Hospital;Hospital;NHS Sector;Visible;TRUE;Whipps Cross Hospital;Whipps Cross Road;;;London;;E11 1NR;51,578830719;2.6527873706072569E-3;R1H;Barts Health NHS Trust;020 8539 5522;wxpals.bartshealth@nhs.net;http://www.bartshealth.nhs.uk/;;
39966;R1HM0;Hospital;Hospital;NHS Sector;Visible;TRUE;St Bartholomew's Hospital;St Bartholomews Hospital;West Smithfield;;City of London;;EC1A 7BE;51,5177497864;-0,1003899202;R1H;Barts Health NHS Trust;020 7377 7000;sbhpals.bartshealth@nhs.net;https://www.bartshealth.nhs.uk/st-bartholomews;;
39967;R1HNH;Hospital;Hospital;NHS Sector;Visible;TRUE;Newham Hospital;Glen Road;Plaistow;;London;;E13 8SL;51,5227775574;3.4731604158878326E-2;R1H;Barts Health NHS Trust;020 7476 4000;nuhpals@bartshealth.nhs.uk;http://www.bartshealth.nhs.uk;020 7363 8181;
39970;RA201;Hospital;Hospital;NHS Sector;Visible;TRUE;Royal Surrey County Hospital;Royal Surrey County Hospital;Egerton Road;;Guildford;Surrey;GU2 7XX;51,2410163879;-0,6074482799;RA2;Royal Surrey NHS Foundation Trust;01483 571122;;http://www.royalsurrey.nhs.uk;01483 537747;
39972;RA219;Hospital;Hospital;NHS Sector;Visible;TRUE;Haslemere Hospital;;Church Lane;;Haslemere;Surrey;GU27 2BJ;51,0925140381;-0,7076951265;RA2;Royal Surrey NHS Foundation Trust;01483 956500;;;;
39985;RA430;Hospital;Hospital;NHS Sector;Visible;TRUE;Yeovil District Hospital;Higher Kingston;;;Yeovil;Somerset;BA21 4AT;50,9448471069;-2,634698391;RA4;Yeovil District Hospital NHS Foundation Trust;01935 475122;communications@ydh.nhs.uk;http://www.yeovilhospital.nhs.uk/;01935 426850;
39987;RA701;Hospital;Hospital;NHS Sector;Visible;TRUE;Bristol Royal Infirmary;Marlborough Street;;;Bristol;Avon;BS2 8HW;51,459186554;-2,596124649;RA7;University Hospitals Bristol and Weston NHS Foundation Trust;0117 923 0000;;http://www.uhbristol.nhs.uk/your-hospitals/bristol-royal-infirmary.html;;
39991;RA707;Hospital;Hospital;NHS Sector;Visible;TRUE;St Michael's Hospital;Southwell Street;;;Bristol;Avon;BS2 8EG;51,4591369629;-2,5993769169;RA7;University Hospitals Bristol and Weston NHS Foundation Trust;0117 923 0000;;http://www.uhbristol.nhs.uk/your-hospitals/st-michaels-hospital.html;;
39992;RA708;Hospital;Hospital;NHS Sector;Visible;TRUE;Bristol Eye Hospital;Lower Maudlin Street;;;Bristol;Avon;BS1 2LX;51,4584388733;-2,5945315361;RA7;University Hospitals Bristol and Weston NHS Foundation Trust;0117 923 0000;;http://www.uhbristol.nhs.uk/your-hospitals/bristol-eye-hospital.html;0117 342 4721;
39993;RA709;Hospital;Hospital;NHS Sector;Visible;TRUE;University Of Bristol Dental Hospital;Lower Maudlin Street;;;Bristol;Avon;BS1 2LY;51,4586181641;-2,5951817036;RA7;University Hospitals Bristol and Weston NHS Foundation Trust;0117 923 0000;;http://www.uhbristol.nhs.uk/your-hospitals/university-of-bristol-dental-hospital.html;;
39995;RA723;Hospital;Hospital;NHS Sector;Visible;TRUE;Bristol Royal Hospital For Children;Upper Maudlin Street;;;Bristol;Avon;BS2 8BJ;51,4577522278;-2,5973148346;RA7;University Hospitals Bristol and Weston NHS Foundation Trust;0117 923 0000;;http://www.uhbristol.nhs.uk/your-hospitals/bristol-royal-hospital-for-children.html;;
40002;RA773;Hospital;Hospital;NHS Sector;Visible;TRUE;South Bristol Community Hospital;South Bristol NHS Community Hospital;Hengrove Promenade;;Bristol;;BS14 0DB;51,4109954834;-2,5849292278;RA7;University Hospitals Bristol and Weston NHS Foundation Trust;0117 964 3300;;http://www.uhbristol.nhs.uk/patients-and-visitors/your-hospitals/south-bristol-community-hospital/;;
40004;RA7C2;Hospital;Hospital;NHS Sector;Visible;TRUE;Weston General Hospital;Grange Road, Uphill;;;Weston-Super-Mare;Avon;BS23 4TQ;51,3223419189;-2,9713847637;RA7;University Hospitals Bristol and Weston NHS Foundation Trust;01934 636 363;;http://www.waht.nhs.uk/;;
40006;RA901;Hospital;Hospital;NHS Sector;Visible;TRUE;Torbay Hospital;Lowes Bridge;;;Torquay;Devon;TQ2 7AA;50,4823226929;-3,5537905693;RA9;Torbay and South Devon NHS Foundation Trust;01803 614567;chiefexecutive.sdhct@nhs.net;http://www.torbayandsouthdevon.nhs.uk/;01803 616334;
40049;RA954;Hospital;Hospital;NHS Sector;Visible;TRUE;Brixham Hospital - Torbay and South Devon NHS Foundation Trust;Greenswood Road;;;Brixham;Devon;TQ5 9HW;50,3894500732;-3,5138099194;RA9;Torbay and South Devon NHS Foundation Trust;01803 881399;;https://www.torbayandsouthdevon.nhs.uk/visiting-us/ashburton-and-buckfastleigh-health-and-wellbeing-;;
40051;RA956;Hospital;Hospital;NHS Sector;Visible;TRUE;Dawlish Hospital - Torbay and South Devon NHS Foundation Trust;Barton Terrace;;;Dawlish;Devon;EX7 9DH;50,5805892944;-3,4747741222;RA9;Torbay and South Devon NHS Foundation Trust;01626 868 500;;https://www.torbayandsouthdevon.nhs.uk/visiting-us/dawlish-community-hospital/;;
40052;RA957;Hospital;Hospital;NHS Sector;Visible;TRUE;Newton Abbot Community Hospital - Torbay and South Devon NHS Foundation Trust;Jetty Marsh Road;;;Newton Abbot;Devon;TQ12 2TS;50,5393638611;-3,612241745;RA9;Torbay and South Devon NHS Foundation Trust;01626 324500;;https://www.torbayandsouthdevon.nhs.uk/visiting-us/newton-abbot-community-hospital/;;
40053;RA958;Hospital;Hospital;NHS Sector;Visible;TRUE;Paignton Health and Welllbeing Centre;Church Street;;;Paignton;Devon;TQ3 3AG;50,4371452332;-3,5687866211;RA9;Torbay and South Devon NHS Foundation Trust;01803 547171;;https://www.torbayandsouthdevon.nhs.uk/visiting-us/paignton-health-and-wellbeing-centre/;;
40054;RA959;Hospital;Hospital;NHS Sector;Visible;TRUE;Teignmouth Hospital;Mill Lane;;;Teignmouth;Devon;TQ14 9BQ;50,548374176;-3,5111455917;RA9;Torbay and South Devon NHS Foundation Trust;01626 772 161;;https://www.torbayandsouthdevon.nhs.uk/visiting-us/teignmouth-community-hospital/;;
40055;RA979;Hospital;Hospital;NHS Sector;Visible;TRUE;Totnes Hospital - Torbay and South Devon NHS Foundation Trust;Coronation Road;;;Totnes;Devon;TQ9 5GH;50,4327774048;-3,6841757298;RA9;Torbay and South Devon NHS Foundation Trust;01803 862622;;https://www.torbayandsouthdevon.nhs.uk/visiting-us/totnes-community-hospital/;;
40058;RAE01;Hospital;Hospital;NHS Sector;Visible;TRUE;Bradford Royal Infirmary;;Duckworth Lane;;Bradford;West Yorkshire;BD9 6RJ;53,8059844971;-1,7946816683;RAE;Bradford Teaching Hospitals NHS Foundation Trust;01274 542200;;http://www.bradfordhospitals.nhs.uk;01274 364786;
40059;RAE05;Hospital;Hospital;NHS Sector;Visible;TRUE;St Lukes Hospital;;Little Horton Lane;;Bradford;West Yorkshire;BD5 0NA;53,7837028503;-1,7606884241;RAE;Bradford Teaching Hospitals NHS Foundation Trust;01274 734744;;http://www.bradfordhospitals.nhs.uk;;
40060;RAE2H;Hospital;Hospital;NHS Sector;Visible;TRUE;Shipley Hospital;;98 Kirkgate;;Shipley;West Yorkshire;BD18 3LT;53,8334350586;-1,7862665653;RAE;Bradford Teaching Hospitals NHS Foundation Trust;01274 773390;;;;
40061;RAE4H;Hospital;Hospital;NHS Sector;Visible;TRUE;Eccleshill Community Hospital;;450 Harrogate Road;Eccleshill;Bradford;West Yorkshire;BD10 0JE;53,8230781555;-1,7121117115;RAE;Bradford Teaching Hospitals NHS Foundation Trust;01274 323200;;;;
40067;RAJ01;Hospital;Hospital;NHS Sector;Visible;TRUE;Southend Hospital;;Prittlewell Chase;;Westcliff-on-Sea;Essex;SS0 0RY;51,5538368225;0,688631773;RAJ;Mid and South Essex NHS Foundation Trust;01702 435555;;https://www.mse.nhs.uk;;
40069;RAJ25;Hospital;Hospital;NHS Sector;Visible;TRUE;Brentwood Community Hospital;Crescent Drive, Shenfield;;;Brentwood;Essex;CM15 8DR;51,623550415;0,3164149821;RAJ;Mid and South Essex NHS Foundation Trust;01277 695000;;;;
40073;RAL01;Hospital;Hospital;NHS Sector;Visible;TRUE;Royal Free Hospital;;Pond Street;;London;;NW3 2QG;51,5532226563;-0,1653092355;RAL;Royal Free London NHS Foundation Trust;020 7794 0500;rf.pals@nhs.net;http://www.royalfree.nhs.uk/;020 7830 2468;
40077;RAL22;Hospital;Hospital;NHS Sector;Visible;TRUE;Finchley Memorial Hospital;Granville Road;;;London;Greater London;N12 0JE;51,6054573059;-0,1766058207;RAL;Royal Free London NHS Foundation Trust;020 8349 7500;;;020 8346 6043;
40083;RALRA;Hospital;Hospital;NHS Sector;Visible;TRUE;Edgware Community Hospital;Burnt Oak Broadway;;;Edgware;Middlesex;HA8 0AD;51,6064758301;-0,2712573111;RAL;Royal Free London NHS Foundation Trust;020 8952 2381;;http://www.royalfree.nhs.uk;020 8732 6807;
40087;RAN01;Hospital;Hospital;NHS Sector;Visible;TRUE;The Royal National Orthopaedic Hospital (Stanmore);Brockley Hill;;;Stanmore;Middlesex;HA7 4LP;51,6325645447;-0,3104209602;RAN;Royal National Orthopaedic Hospital NHS Trust;020 3947 0100;rnoh.enquiries-sm@nhs.net;http://www.rnoh.nhs.uk;;
40088;RAN02;Hospital;Hospital;NHS Sector;Visible;TRUE;Royal National Orthopaedic Hospital (Bolsover Street);45-51 Bolsover Street;;;London;Greater London;W1W 5AQ;51,523311615;-0,1432745308;RAN;Royal National Orthopaedic Hospital NHS Trust;020 3947 0100;rnoh.enquiries-sm@nhs.net;http://www.rnoh.nhs.uk/;;
40091;RAPNM;Hospital;Hospital;NHS Sector;Visible;TRUE;North Middlesex University Hospital;;Sterling Way;;London;;N18 1QX;51,6130943298;-7.3735140264034271E-2;RAP;North Middlesex University Hospital NHS Trust;020 8887 2000;;http://www.northmid.nhs.uk;;
40095;RAS01;Hospital;Hospital;NHS Sector;Visible;TRUE;Hillingdon Hospital;;Pield Heath Road;;Uxbridge;Middlesex;UB8 3NN;51,5260772705;-0,4611603618;RAS;The Hillingdon Hospitals NHS Foundation Trust;01895 238282;;https://www.thh.nhs.uk;;
40096;RAS02;Hospital;Hospital;NHS Sector;Visible;TRUE;Mount Vernon Hospital;;Rickmansworth Road;;Northwood;Middlesex;HA6 2RN;51,6149253845;-0,445808202;RAS;The Hillingdon Hospitals NHS Foundation Trust;01923 826111;;https://www.thh.nhs.uk;;
40109;RAX01;Hospital;Hospital;NHS Sector;Visible;TRUE;Kingston Hospital;Galsworthy Road;;;Kingston Upon Thames;Surrey;KT2 7QB;51,4148254395;-0,2826094925;RAX;Kingston Hospital NHS Foundation Trust;020 8546 7711;khft.pals@nhs.net;http://www.kingstonhospital.nhs.uk/;020 85472182;
40130;RBD01;Hospital;Hospital;NHS Sector;Visible;TRUE;Dorset County Hospital;Williams Avenue;;;Dorchester;Dorset;DT1 2JY;50,7129440308;-2,4469225407;RBD;Dorset County Hospital NHS Foundation Trust;01305 251150;headquarters@dchft.nhs.uk;http://www.dchft.nhs.uk;01305 254155;
40154;RBK02;Hospital;Hospital;NHS Sector;Visible;TRUE;Manor Hospital;;Moat Road;;Walsall;;WS2 9PS;52,5823326111;-1,9989091158;RBK;Walsall Healthcare NHS Trust;01922 721172;contactus@walsallhealthcare.nhs.uk;http://www.walsallhealthcare.nhs.uk;;
40162;RBL02;Hospital;Hospital;NHS Sector;Visible;TRUE;Victoria Central Hospital;Mill Lane;;;Wallasey;Merseyside;CH44 5UF;53,4156608582;-3,0458505154;RBL;Wirral University Teaching Hospital NHS Foundation Trust;0151 678 5111;wuth.patientexperience@nhs.net;http://www.wuth.nhs.uk;;
40163;RBL14;Hospital;Hospital;NHS Sector;Visible;TRUE;Arrowe Park Hospital;Arrowe Park Road;;Upton;Wirral;Merseyside;CH49 5PE;53,3696289063;-3,0968008041;RBL;Wirral University Teaching Hospital NHS Foundation Trust;0151 678 5111;wuth.patientexperience@nhs.net;http://www.wuth.nhs.uk;0151 604 7148;
40164;RBL20;Hospital;Hospital;NHS Sector;Visible;TRUE;Clatterbridge Hospital;Clatterbridge Road;;Bebington;Wirral;Merseyside;CH63 4JY;53,3322715759;-3,025834322;RBL;Wirral University Teaching Hospital NHS Foundation Trust;0151 334 4000;wuth.patientexperience@nhs.net;http://www.wuth.nhs.uk;;
40168;RBN01;Hospital;Hospital;NHS Sector;Visible;TRUE;Whiston Hospital;Warrington Road;;;Prescot;Merseyside;L35 5DR;53,4204750061;-2,7849390507;RBN;St Helens and Knowsley Teaching Hospitals NHS Trust;0151 426 1600;;http://www.sthk.nhs.uk;;
40169;RBN02;Hospital;Hospital;NHS Sector;Visible;TRUE;St Helens Hospital;Marshalls Cross Road;;;St. Helens;Merseyside;WA9 3DA;53,4395332336;-2,7188868523;RBN;St Helens and Knowsley Teaching Hospitals NHS Trust;0151 426 1600;;http://www.sthk.nhs.uk;01744 646301;
40170;RBN03;Hospital;Hospital;NHS Sector;Visible;TRUE;Newton Community Hospital;Bradlegh Road;;;Newton-le-Willows;Merseyside;WA12 8RB;53,4459838867;-2,6352527142;RBN;St Helens and Knowsley Teaching Hospitals NHS Trust;01925 222731;;;01925 291869;
40188;RBQHQ;Hospital;Hospital;NHS Sector;Visible;TRUE;Liverpool Heart and Chest Hospital;;Thomas Drive;;Liverpool;;L14 3PE;53,4111557007;-2,8979747295;RBQ;Liverpool Heart and Chest NHS Foundation Trust;0151 600 1616;;http://www.lhch.nhs.uk;0151 600 1862;
40195;RBS25;Hospital;Hospital;NHS Sector;Visible;TRUE;Alder Hey Children's NHS Foundation Trust;Alder Hey Children's Hospital;Eaton Road;;Liverpool;;L12 2AP;53,419303894;-2,8977315426;RBS;Alder Hey Children's NHS Foundation Trust;0151 228 4811;;http://www.alderhey.nhs.uk;0151 252 5846;
40199;RBT20;Hospital;Hospital;NHS Sector;Visible;TRUE;Leighton Hospital;Leighton Hospital;Middlewich Road;;Crewe;Cheshire;CW1 4QJ;53,11769104;-2,4758484364;RBT;Mid Cheshire Hospitals NHS Foundation Trust;01270 255141;;http://www.mchft.nhs.uk;01270 587696;
40200;RBT21;Hospital;Hospital;NHS Sector;Visible;TRUE;Victoria Infirmary (Northwich);Winnington Hill;Winnington Hill;;Northwich;Cheshire;CW8 1AW;53,2618942261;-2,5197844505;RBT;Mid Cheshire Hospitals NHS Foundation Trust;01606 564000;;http://www.mcht.nhs.uk;01606 564020;
40204;RBV01;Hospital;Hospital;NHS Sector;Visible;TRUE;The Christie main site;550 Wilmslow Road;Withington;;Manchester;Greater Manchester;M20 4BX;53,4297714233;-2,2301101685;RBV;The Christie NHS Foundation Trust;0161 446 3000;;http://www.christie.nhs.uk/;;
40208;RBZ12;Hospital;Hospital;NHS Sector;Visible;TRUE;North Devon District Hospital;Raleigh Park;;;Barnstaple;Devon;EX31 4JB;51,09217453;-4,0504179001;RBZ;Northern Devon Healthcare NHS Trust;01271 322577;ndht.contactus@nhs.net;https://royaldevon.nhs.uk/;01271 311541;
40220;RBZ91;Hospital;Hospital;NHS Sector;Visible;TRUE;Ilfracombe Tyrrell Hospital;;St. Brannocks Park Road;;Ilfracombe;Devon;EX34 8JF;51,2045211792;-4,1244072914;RBZ;Northern Devon Healthcare NHS Trust;01271 863 448;;http://www.northdevonhealth.nhs.uk/services/community/ilfracombe-tyrrell-hospital/;01271 867 813;
40221;RBZ92;Hospital;Hospital;NHS Sector;Visible;TRUE;Holsworthy Hospital;Dobles Lane;;;Holsworthy;Devon;EX22 6JQ;50,8183288574;-4,3496479988;RBZ;Northern Devon Healthcare NHS Trust;01409 253 424;;http://www.northdevonhealth.nhs.uk/services/community/holsworthy-hospital/;;
40223;RBZ95;Hospital;Hospital;NHS Sector;Visible;TRUE;Bideford Hospital;;Abbotsham Road;;Bideford;Devon;EX39 3AG;51,0178260803;-4,2127451897;RBZ;Northern Devon Healthcare NHS Trust;01271 322 577;;http://www.northdevonhealth.nhs.uk/services/community/bideford-hospital/;;
40224;RBZ98;Hospital;Hospital;NHS Sector;Visible;TRUE;Torrington Hospital;Calf Street;;;Torrington;Devon;EX38 7BJ;50,9547348022;-4,1369562149;RBZ;Northern Devon Healthcare NHS Trust;01805 622208;;http://www.northdevonhealth.nhs.uk/services/community/torrington/;;
40225;RBZ99;Hospital;Hospital;NHS Sector;Visible;TRUE;South Molton Hospital;Widgery Drive;;;South Molton;Devon;EX36 4DP;51,0170249939;-3,8394227028;RBZ;Northern Devon Healthcare NHS Trust;01769 572 164;;http://www.northdevonhealth.nhs.uk/services/community/south-molton-hospital/;;
40227;RC110;Hospital;Hospital;NHS Sector;Visible;TRUE;Bedford Hospital South Wing;South Wing;Kempston Road;;Bedford;Bedfordshire;MK42 9DJ;52,1282653809;-0,4724805057;RC1;Bedford Hospital NHS Trust;01234 355 122;pals@bedfordhospital.nhs.uk;http://www.bedfordhospital.nhs.uk/index.asp;01234 795 972;
40228;RC111;Hospital;Hospital;NHS Sector;Visible;TRUE;Bedford Hospital North Wing;32-34 Kimbolton Road;;;Bedford;Bedfordshire;MK40 2NS;52,1411895752;-0,4617651403;RC1;Bedford Hospital NHS Trust;01234 355 122;communications@bedfordhospital.nhs.uk;https://www.bedfordhospital.nhs.uk/our-departments/clinical-departments/physiotherapy/out-patient-ph;01234 795 972;
40233;RC971;Hospital;Hospital;NHS Sector;Visible;TRUE;Luton and Dunstable Hospital;;Lewsey Road;;Luton;Bedfordshire;LU4 0DZ;51,8942832947;-0,4741636217;RC9;BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST;01582 491166;pals@ldh.nhs.uk;https://www.ldh.nhs.uk/;;
40235;RCB05;Hospital;Hospital;NHS Sector;Visible;TRUE;St Monicas Hospital;Long Street;Easingwold;;York;North Yorkshire;YO61 3JD;54,1184043884;-1,1893126965;RCB;York and Scarborough Teaching Hospitals NHS Foundation Trust;01904 724825;;https://www.yorkhospitals.nhs.uk/our-hospitals/st-monicas-easingwold/;;
40238;RCB55;Hospital;Hospital;NHS Sector;Visible;TRUE;The York Hospital;York Hospital;Wigginton Road;;York;North Yorkshire;YO31 8HE;53,968952179;-1,0842696428;RCB;York and Scarborough Teaching Hospitals NHS Foundation Trust;01904 631 313;;http://www.york.nhs.uk;;
40242;RCBL8;Hospital;Hospital;NHS Sector;Visible;TRUE;Malton, Norton & District Hospital;;Middlecave Road;;Malton;North Yorkshire;YO17 7NG;54,1372451782;-0,8065318465;RCB;York and Scarborough Teaching Hospitals NHS Foundation Trust;01653 693041;;http://www.york.nhs.uk;01653 604521;
40245;RCBP9;Hospital;Hospital;NHS Sector;Visible;TRUE;White Cross Rehabilitation Hospital;White Cross Road;Wilson Drive;Huntington Road;York;North Yorkshire;YO31 8JR;53,9716339111;-1,0764662027;RCB;York and Scarborough Teaching Hospitals NHS Foundation Trust;01904 724226;;http://www.york.nhs.uk;;
40248;RCBTV;Hospital;Hospital;NHS Sector;Visible;TRUE;St Helens Rehabilitation Hospital;1a Nelsons Lane;;;York;North Yorkshire;YO24 1HD;53,9436416626;-1,1064580679;RCB;York and Scarborough Teaching Hospitals NHS Foundation Trust;01904 724626;;;;
40261;RCD01;Hospital;Hospital;NHS Sector;Visible;TRUE;Harrogate District Hospital;Lancaster Park Road;;;Harrogate;North Yorkshire;HG2 7SX;53,9938087463;-1,5175583363;RCD;Harrogate and District NHS Foundation Trust;01423 885959;hello@hdft.nhs.uk;http://www.hdft.nhs.uk/;;
40262;RCD02;Hospital;Hospital;NHS Sector;Visible;TRUE;Ripon and District Community Hospital;Firby Lane;;;Ripon;North Yorkshire;HG4 2PR;54,1354370117;-1,5271794796;RCD;Harrogate and District NHS Foundation Trust;01423 542900;hello@hdft.nhs.uk;http://www.hdft.nhs.uk;01765 606628;
40267;RCD6D;Hospital;Hospital;NHS Sector;Visible;TRUE;The New Selby War Memorial Hospital - Harrogate and District NHS Foundation Trust;The New Selby War Memorial Hospital;Doncaster Road;;Selby;North Yorkshire;YO8 9BX;53,7774887085;-1,0783201456;RCD;Harrogate and District NHS Foundation Trust;01904 724300;;http://www.hdft.nhs.uk;;
40270;RCF22;Hospital;Hospital;NHS Sector;Visible;TRUE;Airedale General Hospital;Skipton Road;Steeton;;Keighley;West Yorkshire;BD20 6TD;53,8979454041;-1,9627101421;RCF;Airedale NHS Foundation Trust;01535 652511;;https://www.airedaletrust.nhs.uk/;01535 655129;
40274;RCF30;Hospital;Hospital;NHS Sector;Visible;TRUE;Castleberg Hospital;Raines Road;Giggleswick;;Settle;North Yorkshire;BD24 0BN;54,0695495605;-2,2921926975;RCF;Airedale NHS Foundation Trust;01729 823515;;https://www.airedaletrust.nhs.uk/service/community-services/castleberg/;01729 823082;
40275;RCF31;Hospital;Hospital;NHS Sector;Visible;TRUE;Skipton General Hospital;Keighley Road;;;Skipton;North Yorkshire;BD23 2RJ;53,955696106;-2,0189976692;RCF;Airedale NHS Foundation Trust;01756 792233;;https://www.airedaletrust.nhs.uk/service/community-services/skipton-hospital/;;
40282;RCUEF;Hospital;Hospital;NHS Sector;Visible;FALSE;Sheffield Children's Hospital;Western Bank;;;Sheffield;South Yorkshire;S10 2TH;53,3806037903;-1,4906138182;RCU;Sheffield Children's NHS Foundation Trust;0114 2717000;sheffield.childrenshospital@sch.nhs.uk;http://www.sheffieldchildrens.nhs.uk/;0114 272 3418;
40289;RCX70;Hospital;Hospital;NHS Sector;Visible;TRUE;The Queen Elizabeth Hospital;Gayton Road;;;King's Lynn;Norfolk;PE30 4ET;52,7566070557;0,4466931522;RCX;The Queen Elizabeth Hospital, King's Lynn. NHS Foundation Trust;01553 613 613;;http://www.qehkl.nhs.uk;01553 613 700;
40293;RD102;Hospital;Hospital;NHS Sector;Visible;TRUE;Chippenham Community Hospital;Rowden Hill;;;Chippenham;Wiltshire;SN15 2AJ;51,4525413513;-2,1266949177;RD1;Royal United Hospitals Bath NHS Foundation Trust;01249 447 100;webmaster@ruh-bath.swest.nhs.uk;;01249 444 511;
40303;RD129;Hospital;Hospital;NHS Sector;Visible;TRUE;Paulton Hospital;Salisbury Road;Paulton;;Bristol;Avon;BS39 7SB;51,2986793518;-2,4932813644;RD1;Royal United Hospitals Bath NHS Foundation Trust;01761 412315;;;;
40304;RD130;Hospital;Hospital;NHS Sector;Visible;TRUE;Royal United Hospitals, Bath;Combe Park;;;Bath;Avon;BA1 3NG;51,3916702271;-2,3912038803;RD1;Royal United Hospitals Bath NHS Foundation Trust;01225 428331;ruh-tr.pals@nhs.net;https://ruh.nhs.uk/finding/contact.asp;;
40308;RD304;Hospital;Hospital;NHS Sector;Visible;TRUE;Poole Hospital;Longfleet Road;;;Poole;Dorset;BH15 2JB;50,7219924927;-1,9731029272;RD3;Poole Hospital NHS Foundation Trust;01202 665511;;http://www.poole.nhs.uk/;;
40330;RD816;Hospital;Hospital;NHS Sector;Visible;TRUE;Milton Keynes Hospital;Standing Way;;;Milton Keynes;Buckinghamshire;MK6 5LD;52,0263748169;-0,73576653;RD8;Milton Keynes University Hospital NHS Foundation Trust;01908 660033;;http://www.mkuh.nhs.uk;01908 669348;
40342;RDEE4;Hospital;Hospital;NHS Sector;Visible;TRUE;Colchester Hospital;;Turner Road;;Colchester;Essex;CO4 5JL;51,9101638794;0,8991968036;RDE;East Suffolk and North Essex NHS Foundation Trust;01206 747 474;communications@esneft.nhs.uk;https://www.esneft.nhs.uk;;
40344;RDEEK;Hospital;Hospital;NHS Sector;Visible;TRUE;Halstead Hospital;78 Hedingham Road;;;Halstead;Essex;CO9 2DL;51,9480934143;0,6379660368;RDE;East Suffolk and North Essex NHS Foundation Trust;01787 291022;;http://www.midessex.nhs.uk/;;
40354;RDR2V;Hospital;Hospital;NHS Sector;Visible;TRUE;Bognor Regis War Memorial Hospital;Bognor Regis War Memorial Hospital;Shripney Road;;Bognor Regis;;PO22 9PP;50,7933654785;-0,6754042506;RDR;Sussex Community NHS Foundation Trust;01243 865418;;http://www.sussexcommunity.nhs.uk/services/locations/bognor_regis_hospital.htm;;
40395;RDU01;Hospital;Hospital;NHS Sector;Visible;TRUE;Frimley Park Hospital;Portsmouth Road;;;Camberley;Surrey;GU16 7UJ;51,3196678162;-0,7420144081;RDU;Frimley Health NHS Foundation Trust;0300 6145000;;https://www.fhft.nhs.uk/;;
40397;RDU03;Hospital;Hospital;NHS Sector;Visible;TRUE;Fleet Hospital;Church Road;Church Road;;Fleet;Hampshire;GU51 4LZ;51,2875556946;-0,8486657143;RDU;Frimley Health NHS Foundation Trust;0;;;;
40411;RDY10;Hospital;Hospital;NHS Sector;Visible;TRUE;St Ann's Hospital;;69 Haven Road;Canford Cliffs;Poole;Dorset;BH13 7LN;50,6991653442;-1,9281030893;RDY;Dorset Healthcare University NHS Foundation Trust;01202 708881;;http://www.dorsethealthcare.nhs.uk;;
40413;RDYFX;Hospital;Hospital;NHS Sector;Visible;TRUE;Nightingale House/Court/Florence House;Alumhurst Road;49 Alumhurst Road;;Bournemouth;Dorset;BH4 8EW;50,7167282104;-1,9044071436;RDY;Dorset Healthcare University NHS Foundation Trust;01202 584301;;http://www.dorsethealthcare.nhs.uk;01202 584311;
